CHAVE_OBJETO,Cor Predominante,Descrição,Peso Total,Peso Unitário,Tipo de Embalagem,RECLASSIFICAÇÃO
21095502,Branco,decaland depot 200mg/ml vinculado ao codigo oa 118441814br,0.0,0.0,Caixa(s),Drogas
21095507,Branco,metandrostenolona landerlan 10mg vinculado ao codigo oa 118441814br,0.0,0.0,Caixa(s),Drogas
21095512,Vermelho,capsulas de oxandrolona 20mg vinculado ao codigo oa 118441814br,0.0,0.0,Não soube informar,Drogas
21095540,Prateado,testosterone enanthate 200mg vinculado ao codigo pm 149002720br,0.0,0.0,Frasco(s),Drogas
21095548,Prateado,trembolone acetate 100mg vinculado ao codigo pm 149002720br,0.0,0.0,Frasco(s),Drogas
21095563,Prateado,testosterone propyonate 100mg vinculado ao codigo pm 149002720br,0.0,0.0,Frasco(s),Drogas
21095567,Branco,oxandrolone 10mg vinculado ao codigo pm 149002720br,0.0,0.0,Frasco(s),Drogas
21095570,Branco,oxandrolone 20mg vinculado ao codigo pm 149002720br,0.0,0.0,Frasco(s),Drogas
21097964,Amarelo,testosterone sustanon 250mg vinculado ao codigo pm 431643213br,0.0,0.0,Frasco(s),Drogas
21098007,Branco,decaland depot 200mg/ml vinculado ao codigo od 012363461br,0.0,0.0,Caixa(s),Drogas
21098011,Branco,metandrostenolona landerlan 10mg vinculado ao codigo od 012363461br,0.0,0.0,Caixa(s),Drogas
21098027,Branco,durateston 250mg vinculado ao codigo pm 365977853br,0.0,0.0,Caixa(s),Drogas
21098039,Amarelo,nandrolone phenylpropionate 100mg/ml vinculado ao codigo pm 365977853br,0.0,0.0,Frasco(s),Drogas
21098058,Branco,propionato 20mg 100tablet vinculado ao codigo pm 006328559 br,0.0,0.0,Caixa(s),Drogas
21098088,Preto,masteron 100 medpharma vinculado ao codigo oa 056414604br,0.0,0.0,Frasco(s),Drogas
21098112,Preto,durateston plus gold 250mg/ml vinculado ao codigo od 032240458br,0.0,0.0,Caixa(s),Drogas
21098141,Branco,stanozoland stanozolol 10mg vinculado ao codigo od 029351459br,0.0,0.0,Caixa(s),Drogas
21098146,Branco,decaland depot 200mg/ml vinculado ao codigo od 029351459br,0.0,0.0,Caixa(s),Drogas
21098159,Branco,androlic mesterolona 25mg vinculado ao codigo od 029351459br,0.0,0.0,Caixa(s),Drogas
21098168,Branco,oxandrolona 10mg vinculado ao codigo od 029351459br,0.0,0.0,Frasco(s),Drogas
21098191,Amarelo,nandrolone phenylpropionate 100mg/ml vinculado ao codigo oa 115142127br,0.0,0.0,Frasco(s),Drogas
21098201,Amarelo,boldenone 250mg/ml vinculado ao codigo oa 115142127br,0.0,0.0,Frasco(s),Drogas
21098208,Amarelo,testosterone enanthate250mg/ml vinculado ao codigo oa 115142127br,0.0,0.0,Frasco(s),Drogas
21098217,Branco,frascos de plastico branco sem identificacao contendo substancia vinculado ao codigo dz054483862br,0.0,0.0,Frasco(s),Drogas
21098220,Amarelo,frascos de vidro com liquido amarelo sem identificacao vinculado ao codigo dz 054483862br,0.0,0.0,Frasco(s),Drogas
21098248,Preto,testosterone cypionate 10ml-300mg/ml vinculado ao codigo pm 461554534br,0.0,0.0,Caixa(s),Drogas
21098252,Preto,drostanolone propionate 10ml/100mg/ml vinculado ao codigo pm 461554534br,0.0,0.0,Caixa(s),Drogas
21098257,Preto,testosterone propionate 10ml-100mg/ml vinculado ao codigo pm 461554534br,0.0,0.0,Caixa(s),Drogas
21098267,Preto,boldenone undecylenate 10ml-300mg/ml vinculado ao codigo pm 461554534br,0.0,0.0,Caixa(s),Drogas
21098271,Preto,oxandrolone 100cps-30mg vinculado ao codigo pm 461554534br,0.0,0.0,Caixa(s),Drogas
21098279,Preto,nandrolone 10ml-300mg/ml vinculado ao codigo pm 461554534br,0.0,0.0,Caixa(s),Drogas
21098286,Preto,trenbolone 10ml-100mg/ml vinculado ao codigo pm 461554534br,0.0,0.0,Caixa(s),Drogas
21098303,Preto,tren 100 trembolone acetate 100mg/ml vinculado ao codigo od 011764517br,0.0,0.0,Caixa(s),Drogas
21098316,Preto,test 200 testosterone enanthate 200mg/ml vinculado ao codigo od 011764517br,0.0,0.0,Caixa(s),Drogas
21098998,Amarelo,sustanon 250mg/ml vinculado ao codigo pl 573892775br,0.0,0.0,Frasco(s),Drogas
21099005,Amarelo,drostanolone propionate 100mg/ml vinculado ao codigo pl 573892775br,0.0,0.0,Frasco(s),Drogas
21099051,Branco,oxandrolona 20mg vinculado ao codigo oa 118415981br,0.0,0.0,Caixa(s),Drogas
21099057,Vermelho,stanozolol oleoso 10ml/50mg vinculado ao codigo oa118415981br,0.0,0.0,Frasco(s),Drogas
21099071,Vermelho,propionato de testosterona 10ml/100mg vinculado ao codigo oa 118415981br,0.0,0.0,Frasco(s),Drogas
21099200,Amarelo,boldenone 250mg/ml vinculado ao codigo oa 055794490br,0.0,0.0,Frasco(s),Drogas
21099204,Amarelo,testosterone propionate200mg/ml vinculado ao codigo oa 055794490br,0.0,0.0,Frasco(s),Drogas
21099232,Vermelho,boldenona 200mg vinculado ao codigo pm 089907099br,0.0,0.0,Frasco(s),Drogas
21099259,Preto,sustanon 10ml/250mg vinculado ao codigo pm 111011293br,0.0,0.0,Caixa(s),Drogas
21099263,Preto,deca 10ml/250mg vinculado ao codigo pm 111011293br,0.0,0.0,Caixa(s),Drogas
21099268,Branco,anastrozol 1mg vinculado ao codigo pm 111011293br,0.0,0.0,Frasco(s),Drogas
21099297,Branco,testosterone enanthate 300mg10ml vinculado ao codigo oa 089329784br,0.0,0.0,Caixa(s),Drogas
21099449,Verde,um cigarro artesanal pesando aproximadamente 027 gramas,0.0,0.0,Cigarro(s),Drogas
21099492,Verde,aproximadamente 1 grama ,0.0,0.0,Porção(es),Drogas
21099882,Verde,um involucro plastico de cor branca contendo a droga acima referida,0.0,0.0,Porção(es),Drogas
21101292,Roxo,substancia em po moida de cor roxa,0.0,0.0,Porção(es),Drogas
21102852,Amarelo,118 pedras de crak,0.0,0.0,Porção(es),Drogas
21104718,Amarelo,14 pedras de crak envolta em plastico branco e preto pesando 01 grama,0.0,0.0,Porção(es),Drogas
21104726,Verde,uma porcao de erva verde envolta em plastico,0.0,0.0,Porção(es),Drogas
21106286,Amarelo,aproximadamente sete gramas (com embalagem),0.0,0.0,Unidade(s),Drogas
21107478,Verde,03 gramas,0.0,0.0,Saco(s),Drogas
21107643,Verde,na residencia de aldina,0.0,0.0,Porção(es),Drogas
21107890,Verde,na casa de luciano,0.0,0.0,Porção(es),Drogas
21109206,Branco,peso total 47 gramas,0.0,0.0,Porção(es),Drogas
21109208,Verde,peso total 14 gramas,0.0,0.0,Porção(es),Drogas
21112302,Verde,com envolucro,0.0,0.0,Porção(es),Drogas
21112613,Amarelo,com envolucro,0.0,0.0,Porção(es),Drogas
21117212,Verde,(quinze mil novecentos e noventa gramas),0.0,0.0,Tijolo(s),Drogas
21117225,Verde,(trezentos gramas),0.0,0.0,Porção(es),Drogas
21117240,Branco,(quinhentos e oitenta e oito gramas),0.0,0.0,Porção(es),Drogas
21117247,Branco,(um mil cento e dezesseis gramas),0.0,0.0,Tijolo(s),Drogas
21117250,Bege,(dois mil seiscentos e quarenta e oito gramas),0.0,0.0,Tijolo(s),Drogas
21117254,Bege,(quinhentos e seis gramas),0.0,0.0,Tijolo(s),Drogas
21117262,Bege,(trezentos gramas),0.0,0.0,Porção(es),Drogas
21119382,Verde,uma lata pequena de cor aluminio,0.0,0.0,Lata(s),Drogas
21121926,Branco,aproximadamente 2gramas,0.0,0.0,Porção(es),Drogas
21121956,Verde,aproximadamente 05gramas,0.0,0.0,Comprimido(s),Drogas
21126797,Branco,um pino de coicaina,0.0,0.0,Não soube informar,Drogas
21128629,Verde,fragmentos de folhas e sementes de cor esverdeada na forma prensada,0.0,0.0,Porção(es),Drogas
21131171,Branco,oitenta e nova pino com aproximadamente 117 gramas,0.0,0.0,Unidade(s),Drogas
21133229,Verde,apreendido um comprimido com caracteristicas de ecstasy,0.0,0.0,Comprimido(s),Drogas
21135373,Marrom,uma piteira para cigarro,0.0,0.0,Unidade(s),Drogas
21136943,Verde,3 tijolinhos e 1 cigarro,0.0,0.0,Porção(es),Drogas
21137417,Branco,a balanca nao registrou o peso,0.0,0.0,Porção(es),Drogas
21138507,Verde,dois cigarros inteiros e um parcialmente consumido,0.0,0.0,Cigarro(s),Drogas
21138800,Laranja,15 coprimidos laranja/rosa de substancia que pelas caracteristicas demonstram se tratar de ecstasy,0.0,0.0,Pacote(s),Drogas
21139167,Branco,com envolucro,0.0,0.0,Porção(es),Drogas
21139171,Amarelo,com envolucro,0.0,0.0,Porção(es),Drogas
21139172,Marrom,com envolucro,0.0,0.0,Porção(es),Drogas
21145314,Amarelo,tres involucros,0.0,0.0,Porção(es),Drogas
21145333,Verde,59 gramas com embalagem,0.0,0.0,Tijolo(s),Drogas
21145365,Prateado,peso total de quatro gramas embaladas em papel aluminio,0.0,0.0,Porção(es),Drogas
21146960,Amarelo,sete pedras peso total com embalagens plasticas 2gr,0.0,0.0,Unidade(s),Drogas
21151196,Preto,uma porcao de po branco embalado em saco preto,0.0,0.0,Porção(es),Drogas
21158473,Rosa,- uma porcao de uma substancia rosa e roxa com caracteristicvas de ecstasy,0.0,0.0,Porção(es),Drogas
21158606,Verde,01 cigarro pesando 3 gramas,0.0,0.0,Cigarro(s),Drogas
21158607,Verde,01 porcao pesando 6 gramas,0.0,0.0,Porção(es),Drogas
21158685,Verde,susbtancia esverdeada,0.0,0.0,Maço(s),Drogas
21161677,Branco,- duas buchas contendo um po branco com caracteristicas de cocoina,0.0,0.0,Porção(es),Drogas
21164047,Amarelo,5 (cinco) porcoes de mdma,0.0,0.0,Porção(es),Drogas
21164048,Rosa,01 (um) pedaco de comprimido de ecstasy,0.0,0.0,Comprimido(s),Drogas
21164258,Branco,com involucro,0.0,0.0,Tijolo(s),Drogas
21164262,Verde,com involucro,0.0,0.0,Tijolo(s),Drogas
21165029,Amarelo,menos de duas gramas,0.0,0.0,Unidade(s),Drogas
21165403,Branco,papelote,0.0,0.0,Porção(es),Drogas
21165728,Branco,23g,0.0,0.0,Porção(es),Drogas
21167352,Verde,trinta e quatro gramas,0.0,0.0,Porção(es),Drogas
21167830,Verde,duas pontas de baseado e uma porcao de erva ,0.0,0.0,Unidade(s),Drogas
21169965,Branco,01 saco plastico contendo 79g de po branco nao reagente,0.0,0.0,Pacote(s),Drogas
21172781,Verde,29 pinos  com peso  aproximado total de 20 gramas ,0.0,0.0,Unidade(s),Drogas
21174912,Verde,13 gramas ,0.0,0.0,Cigarro(s),Drogas
21176633,Incolor,um cigarro parcialmente consumido,0.0,0.0,Cigarro(s),Drogas
21177576,Branco,3 ependorf's - pinos,0.0,0.0,Kit(s),Drogas
21187155,Branco,01 porcao pesando aprox 460 gramas,0.0,0.0,Porção(es),Drogas
21188357,Incolor,02 cigarros artesanais parcialmente consumidos,0.0,0.0,Cigarro(s),Drogas
21188389,Marrom,setessentos e trinta gramas,0.0,0.0,Pacote(s),Drogas
21191366,Verde,varias porcoes fracionadas,0.0,0.0,Porção(es),Drogas
21194322,Branco,aproximadamente 4 gramas,0.0,0.0,Unidade(s),Drogas
21205257,Verde,uma porcao com 3 gramas e outra com 06 gramas,0.0,0.0,Porção(es),Drogas
21206200,Verde,64 gramas ,0.0,0.0,Porção(es),Drogas
21206201,Branco,04 gramas,0.0,0.0,Porção(es),Drogas
21208932,Branco,encontrado na casa de leonardo,0.0,0.0,Unidade(s),Drogas
21209332,Branco,53 pedras de crak psando 17 gramas,0.0,0.0,Porção(es),Drogas
21209449,Branco,uma pedra de crak pesando uma grama,0.0,0.0,Porção(es),Drogas
21211927,Bege,aproximadamente 03 gr,0.0,0.0,Unidade(s),Drogas
21211977,Bege,10 tijolos interior e um pela metade,0.0,0.0,Tijolo(s),Drogas
21212650,Marrom,25 pacotes totalizando 45 gramas,0.0,0.0,Porção(es),Drogas
21212795,Verde,64 porcoes pequenas acompanhando uma unidade de papel de seda e 1 porcao grande de 50 gramas acompanhando embalagem completa de papel de seda  ,0.0,0.0,Saco(s),Drogas
21213617,Branco,21 pinos e uma bucha,0.0,0.0,Porção(es),Drogas
21215444,Branco,04 gramas de substancia semelhante a farinha de cor branca embalada em plastico cor amarela,0.0,0.0,Porção(es),Drogas
21216132,Amarelo,peso aproximado,0.0,0.0,Porção(es),Drogas
21216151,Branco,peso aproximado,0.0,0.0,Porção(es),Drogas
21216188,Verde,entorpecente acondicionado em saco plastico,0.0,0.0,Porção(es),Drogas
21216200,Branco,po branco acondicionado em saco plastico ,0.0,0.0,Porção(es),Drogas
21224268,Verde,8 tijolinhos 655 gramas,0.0,0.0,Porção(es),Drogas
21224439,Marrom,pequenos tabletes em embalagem ziplock,0.0,0.0,Porção(es),Drogas
21224455,Marrom,bucha pequena com embalagem plastica e no na extremidade,0.0,0.0,Porção(es),Drogas
21224467,Marrom,tabletes retangulares pequenos embalados em papel aluminio,0.0,0.0,Tijolo(s),Drogas
21228432,Branco,6g de substancia semelhante a cocaica com envolucro plastico,0.0,0.0,Porção(es),Drogas
21229403,Incolor,02 cigarros 1 parcialmente consumido e 1 intacto,0.0,0.0,Cigarro(s),Drogas
21229404,Incolor,1 porcao envolta em plastico,0.0,0.0,Porção(es),Drogas
21229405,Incolor,em um lata de plastico na cor laranja,0.0,0.0,Lata(s),Drogas
21230994,Branco, pasta branca endurecida c/ resultado positivo no teste e c/ simboloo jacaree,0.0,0.0,Porção(es),Drogas
21232332,Bege,grande tijolo ,0.0,0.0,Pacote(s),Drogas
21242826,Verde,um cigarro artesanal parcialmente consumido,0.0,0.0,Cigarro(s),Drogas
21242921,Branco,02 porcoes(uma de cor laranja e outra branca) de substancia com caracteristicas de droga sintetica ,0.0,0.0,Porção(es),Drogas
21243135,Marrom,49 gramas ,0.0,0.0,Não soube informar,Drogas
21243408,Verde,um tijolo e dois torroes pequenos,0.0,0.0,Porção(es),Drogas
21244155,Verde,erva prensada,0.0,0.0,Tijolo(s),Drogas
21244156,Verde,cigarro com aproximadamento 2 grama,0.0,0.0,Cigarro(s),Drogas
21248327,Verde,"01 garrafa pet pequena contendo substancia toxicologica ""sucesso""",0.0,0.0,Garrafa(s),Drogas
21249751,Verde,duas porcoes  apreendidas com adolescente vitor totalizando aproximadamente 1 grama,0.0,0.0,Porção(es),Drogas
21249752,Verde,uma porcao pesando aproximadamente 11 gramas,0.0,0.0,Porção(es),Drogas
21250193,Branco,uma bucha fechada de plastico com farelhos de um po branco,0.0,0.0,Porção(es),Drogas
21253729,Verde,cigarro de substancia semelhante a machonha,0.0,0.0,Cigarro(s),Drogas
21254486,Verde,droga apreendida na cela 5a,0.0,0.0,Porção(es),Drogas
21254492,Verde,droga apreendida na cela 3b,0.0,0.0,Porção(es),Drogas
21260626,Branco,quinhentas e sete gramas de substancia similar a md,0.0,0.0,Porção(es),Drogas
21260629,Branco,um quiliograma de cafeina,0.0,0.0,Pacote(s),Drogas
21260699,Amarelo,duzentas e oitenta e quatro gramas de insumo para ecstasy de cor amarela,0.0,0.0,Porção(es),Drogas
21260704,Cinza,cento e oitenta gramas de insumo para preparar ecstasy de cor cinza,0.0,0.0,Porção(es),Drogas
21260705,Branco,cento e setenta e cinco gramas de cafeina,0.0,0.0,Porção(es),Drogas
21260712,Verde,trinta e sete gramas de insumo de cor verde para preparo de ecstasy,0.0,0.0,Porção(es),Drogas
21261467,Verde,involucro peso aprox 08 gramas,0.0,0.0,Porção(es),Drogas
21264641,Rosa,dezessete comprimidos com caracteristicas semelhantes a ecstasyk,0.0,0.0,Comprimido(s),Drogas
21264917,Marrom,1-960g;2-825g;3-805g;4-775g;5-770g,0.0,0.0,Tijolo(s),Drogas
21265214,Branco,ecstase,0.0,0.0,Comprimido(s),Drogas
21265219,Verde,178 tijolos com peso total de 97043kg,0.0,0.0,Tijolo(s),Drogas
21265466,Marrom,uma pequena porcao de uma suibstancia semelhante a haxixe,0.0,0.0,Porção(es),Drogas
21270520,Verde,57 porcoes de erva seca esverdeada embaladas em plastico,0.0,0.0,Porção(es),Drogas
21271449,Branco,duas porcoes de coaina grande,0.0,0.0,Porção(es),Drogas
21272007,Marrom,um tijolo em duas partes pesando com elbalagem 470 kg,0.0,0.0,Tijolo(s),Drogas
21272495,Branco,dez comprimidos de anfetamina nobesio extra forte - rebite,0.0,0.0,Comprimido(s),Drogas
21273717,Amarelo,472 g de uma substanciade cor amarelada,0.0,0.0,Tijolo(s),Drogas
21273731,Amarelo,82 gramas de uma substancia amarelada,0.0,0.0,Tijolo(s),Drogas
21274476,Branco,10 pinos somando aproximadamente 6gr,0.0,0.0,Porção(es),Drogas
21274680,Branco,com embalagem- pinos,0.0,0.0,Porção(es),Drogas
21274681,Branco,com envolucrio,0.0,0.0,Porção(es),Drogas
21274683,Branco,com envolucro,0.0,0.0,Porção(es),Drogas
21274797,Branco,17 buchas mais varias buchas fundidas sob fogo,0.0,0.0,Não soube informar,Drogas
21274800,Verde,16 tijolos 3 lascas e diversos pedacos queimados,0.0,0.0,Tijolo(s),Drogas
21274868,Verde,com envolucro,0.0,0.0,Porção(es),Drogas
21274871,Verde,com envolucro,0.0,0.0,Porção(es),Drogas
21275518,Branco,objeto apreendido pela dppa conforme ocorrencia no 1115,0.0,0.0,Porção(es),Drogas
21279168,Prateado,67 parangas de subs com caracteristicas de craque,0.0,0.0,Porção(es),Drogas
21284382,Branco,po branco envolto em saco plastico,0.0,0.0,Saco(s),Drogas
21286665,Branco,sete gramas,0.0,0.0,Porção(es),Drogas
21286671,Branco,vinte e tres gramas,0.0,0.0,Pacote(s),Drogas
21290526,Amarelo,(no 01) peso 55g e (no 2) peso 500g ,0.0,0.0,Saco(s),Drogas
21290532,Verde,duas porcoes de machona com peso total de 7170g,0.0,0.0,Saco(s),Drogas
21293030,Branco,totalizando 19 gramas de entorpecente,0.0,0.0,Unidade(s),Drogas
21296276,Verde,tijolo 1 - peso 179g e tijolo 2 - peso 346g com envolucro,0.0,0.0,Saco(s),Drogas
21297225,Verde,duas gramas,0.0,0.0,Porção(es),Drogas
21299785,Branco,substancia com caracteristicas de mdma,0.0,0.0,Porção(es),Drogas
21299802,Marrom,substancia com carcateristica de raxixe,0.0,0.0,Porção(es),Drogas
21299823,Verde,43 comprimidos com caracteristicas de ecstasy,0.0,0.0,Porção(es),Drogas
21302622,Verde,em poder de ismael ferreira valeski,0.0,0.0,Porção(es),Drogas
21303260,Amarelo,meio grama com involucro,0.0,0.0,Porção(es),Drogas
21303261,Verde,aprox 37 gramas c involucro,0.0,0.0,Saco(s),Drogas
21306447,Incolor,01 cartela com comprimidos estimulantes/rebite,0.0,0.0,Comprimido(s),Drogas
21309391,Verde,involucros plasticos,0.0,0.0,Saco(s),Drogas
21317199,Branco,seis mil trezentos e noventa e oito gramas,0.0,0.0,Tijolo(s),Drogas
21319514,Verde,envolta em papel e plastico transparente,0.0,0.0,Porção(es),Drogas
21319521,Verde,envolta em plastico transparente,0.0,0.0,Porção(es),Drogas
21319527,Verde,envolta em plastico transparente,0.0,0.0,Porção(es),Drogas
21319530,Verde,envolta em plastico transparente,0.0,0.0,Porção(es),Drogas
21319608,Verde,com embalagem,0.0,0.0,Pacote(s),Drogas
21319612,Verde,com embalagem,0.0,0.0,Pacote(s),Drogas
21319621,Verde,com embalagem,0.0,0.0,Pacote(s),Drogas
21320433,Azul,um comprimido de ecstasy,0.0,0.0,Comprimido(s),Drogas
21320459,Verde,19 comprimidos de ecstasy,0.0,0.0,Comprimido(s),Drogas
21320484,Branco,10 pontos contendo mdma,0.0,0.0,Ponto(s),Drogas
21321065,Verde,varios tijolos de diferentes tamanhos acondicionados em sacolas ,0.0,0.0,Tijolo(s),Drogas
21321153,Branco,acondicionada em embalagem plastica transparente,0.0,0.0,Porção(es),Drogas
21321623,Verde,aproximadamente 70 gramas em dois tijolos e farelo acondicionados num pote de vidro,0.0,0.0,Tijolo(s),Drogas
21321912,Verde,localizadas com o indiciado,0.0,0.0,Porção(es),Drogas
21321920,Verde,localizada com luiz roberto melezi silva,0.0,0.0,Porção(es),Drogas
21325971,Amarelo,5 pedras de crak em poder de paul lentz burkiewicz,0.0,0.0,Porção(es),Drogas
21325989,Amarelo,10 pedras de crck em poder de leonardo santos barbosa ,0.0,0.0,Porção(es),Drogas
21326686,Verde,porcoes fracionadas,0.0,0.0,Porção(es),Drogas
21326732,Verde,um comprimido de substancia semelhante a ecstasy,0.0,0.0,Comprimido(s),Drogas
21328295,Branco,quatro comprimidos de uma substancia conhecida como ecstasy,0.0,0.0,Comprimido(s),Drogas
21329989,Verde,cerca de 450 gramas,0.0,0.0,Porção(es),Drogas
21330000,Verde,cerca de 52 gramas,0.0,0.0,Porção(es),Drogas
21330006,Branco,cerca de 46 gramas,0.0,0.0,Porção(es),Drogas
21330568,Verde,apreendido 1349 substancias semelhantes a extase em diversas cores e formatos,0.0,0.0,Unidade(s),Drogas
21330852,Verde,uma porcao,0.0,0.0,Maço(s),Drogas
21333623,Laranja,6 comprimidos de ecstasy,0.0,0.0,Porção(es),Drogas
21334831,Verde,oito porcoes embaladas em plastico,0.0,0.0,Porção(es),Drogas
21339083,Branco,tres buchas po branco,0.0,0.0,Unidade(s),Drogas
21339098,Verde,tres porcoes de erva esverdeada e seca,0.0,0.0,Porção(es),Drogas
21341239,Verde,gramas,0.0,0.0,Porção(es),Drogas
21341599,Branco,porcao de pedra cor branca embalada em saco plastico,0.0,0.0,Porção(es),Drogas
21344379,Branco,um cigarro com substancia similar a macoinha obtendo pesagem de ,0.0,0.0,Cigarro(s),Drogas
21344705,Verde,cigarro artesanal parcialmente consumido,0.0,0.0,Cigarro(s),Drogas
21344833,Verde,envolta num plastico escuro,0.0,0.0,Porção(es),Drogas
21353587,Branco,02 pinos contendo total de um cinco gramas,0.0,0.0,Unidade(s),Drogas
21353605,Verde,aproximadamente 53 gramas,0.0,0.0,Porção(es),Drogas
21354471,Branco,aproximadamente 30 gramas de comprimidos de droga sintetica,0.0,0.0,Comprimido(s),Drogas
21361082,Amarelo,pesado com embalagem plastica,0.0,0.0,Porção(es),Drogas
21361084,Amarelo,pesado com embalagem plastica,0.0,0.0,Porção(es),Drogas
21361086,Verde,pesado com embalagem plastica,0.0,0.0,Porção(es),Drogas
21361255,Branco,frascos contendo droga liquida chamada de sucesso,0.0,0.0,Frasco(s),Drogas
21361261,Amarelo,quinze comprimidos de droga chamada ecstasy,0.0,0.0,Saco(s),Drogas
21361268,Branco,cinco latas aerosol antirrespingo mundial prime,0.0,0.0,Lata(s),Drogas
21362496,Bege, pesado com embalagem,0.0,0.0,Porção(es),Drogas
21364784,Branco,incluso peso das embalgens,0.0,0.0,Porção(es),Drogas
21364844,Verde,aprox 500 gr,0.0,0.0,Porção(es),Drogas
21368746,Verde,16 pacotes de machonha ja embalados para o consumo,0.0,0.0,Porção(es),Drogas
21369614,Verde,5 porcoes pequenas e 1 porcao maior peso aproximado com embalagem,0.0,0.0,Porção(es),Drogas
21370699,Verde,44 comprimidos de substancia semelhante a extase verde letra s,0.0,0.0,Comprimido(s),Drogas
21370701,Marrom,2 comprimidos substancia sememlhante a extase marrom ,0.0,0.0,Comprimido(s),Drogas
21370703,Incolor,8 caixas de cetamin fechadas de anestesico cetamin 10ml,0.0,0.0,Caixa(s),Drogas
21372551,Verde,01 porcao e 01 cigarro com peso total aproximado de 5 gramas,0.0,0.0,Porção(es),Drogas
21374315,Incolor,duas embalagens de plasticos contendo 366 gramas  de pedras de cracck,0.0,0.0,Não soube informar,Drogas
21374624,Amarelo,012 grama c/ embalagem,0.0,0.0,Porção(es),Drogas
21376465,Verde,uma porcao de uma substancia esverdeada,0.0,0.0,Porção(es),Drogas
21376552,Amarelo,77 pedras peso total com involucro 15 gramas,0.0,0.0,Porção(es),Drogas
21377100,Verde,02 porcao de macnha pesando 3145g,0.0,0.0,Porção(es),Drogas
21380179,Branco,cinco gramas,0.0,0.0,Porção(es),Drogas
21382474,Verde,um cigarro parcialmente consumido,0.0,0.0,Cigarro(s),Drogas
21385324,Amarelo,060g de po amarelado semelhante a mdma com cristais,0.0,0.0,Porção(es),Drogas
21385812,Amarelo,a droga esta embalda em plastico de cor branca,0.0,0.0,Porção(es),Drogas
21386459,Verde,envolto em fita vermelha,0.0,0.0,Tijolo(s),Drogas
21386464,Verde,envolta em saco plastico branco,0.0,0.0,Tijolo(s),Drogas
21386630,Marrom,porcao de substancia semelhante a haxixe,0.0,0.0,Porção(es),Drogas
21386685,Branco,02 pedras de crak pesandoaproximadamente 03g,0.0,0.0,Unidade(s),Drogas
21387201,Verde,sessenta e nove tijolinhos de erva seca esverdeada semelhante a mavconha pesando aprox 127 gramas - denarc,0.0,0.0,Unidade(s),Drogas
21388647,Amarelo,nao apontou pesagem na balanca,0.0,0.0,Porção(es),Drogas
21388913,Bege,48 comprimidos de origem desconhecida,0.0,0.0,Porção(es),Drogas
21390088,Verde,uma porcao de erva de cor esverdeada,0.0,0.0,Porção(es),Drogas
21393288,Amarelo,dentro da mochila verde junto c/ o suspeito no momento da prisao ,0.0,0.0,Porção(es),Drogas
21393307,Vermelho,estava dentro da mochila verde junto com o suspeito no momento da prisao,0.0,0.0,Porção(es),Drogas
21393326,Branco,estava dentro da mochila verde junto com o suspeito no momento da prisao ,0.0,0.0,Tijolo(s),Drogas
21397320,Verde,igual ou inferior a 04gr,0.0,0.0,Cigarro(s),Drogas
21397711,Verde,05 torroes de erva esverdeada,0.0,0.0,Tijolo(s),Drogas
21398041,Branco,3 pontas de cigarro artesanal de erva seca parcialemente consumidas,0.0,0.0,Cigarro(s),Drogas
21399511,Branco,com embalagem plastica,0.0,0.0,Pacote(s),Drogas
21399533,Branco,retirada do tijolo maior,0.0,0.0,Porção(es),Drogas
21400585,Verde,duas pontas de cigarro,0.0,0.0,Cigarro(s),Drogas
21407585,Verde,45 envolucros de plastico-filme com erva esverdeada semelhante a maconhea pesando 740g,0.0,0.0,Porção(es),Drogas
21407913,Branco,duas porcoes embaladas para venda,0.0,0.0,Porção(es),Drogas
21408848,Verde,susbtancia com caracteristicas e odor semelhante a macionha ,0.0,0.0,Porção(es),Drogas
21408868,Verde,apreendido na cela de joao altair siqueira teixeira,0.0,0.0,Porção(es),Drogas
21408872,Verde,apreendido na cela em que estava joao altair siqueira teixeira,0.0,0.0,Porção(es),Drogas
21409474,Branco,tres buchinhas envoltas em embalagem de cor amarela e uma buchinha envolta em embalagem incolor,0.0,0.0,Porção(es),Drogas
21413173,Branco,seis gramas de substancia semelhante a quetamina,0.0,0.0,Porção(es),Drogas
21413235,Marrom,um frasco com carcateristica de substancia ghb,0.0,0.0,Frasco(s),Drogas
21413242,Marrom,um frasco de eter,0.0,0.0,Frasco(s),Drogas
21414171,Verde,14 porcoes envoltas e plastico peso aproximado 34 gramas,0.0,0.0,Porção(es),Drogas
21416176,Verde,noventa e cinco gramas,0.0,0.0,Porção(es),Drogas
21416177,Verde,uma grama,0.0,0.0,Porção(es),Drogas
21416402,Branco,oitenta comprimidos de mdma do tipo love,0.0,0.0,Comprimido(s),Drogas
21419542,Rosa,quatro comprimidos de cor rosa,0.0,0.0,Comprimido(s),Drogas
21419544,Azul,tres comprimidos na cor azul claro e escuro,0.0,0.0,Comprimido(s),Drogas
21424376,Azul,trinta comprimidos de ecstazy,0.0,0.0,Comprimido(s),Drogas
21424476,Branco,pedras,0.0,0.0,Porção(es),Drogas
21424515,Verde,tiijolo,0.0,0.0,Pacote(s),Drogas
21424750,Rosa,19 unidades de drogas sinteticas,0.0,0.0,Comprimido(s),Drogas
21424842,Branco,um frasco de vidro com pequena quantidade de drogas -  sucesso,0.0,0.0,Frasco(s),Drogas
